Температура (день),Давление (день),Облачность (день),Ветер (день),Температура (вечер),Давление (вечер),Облачность (вечер),Ветер (вечер)
8.0,750,Переменная облачность,Ю 2м/с,6.0,749.0,Пасмурно,Ю 2м/с
6.0,746,Пасмурно,Ю 1м/с,6.0,746.0,Пасмурно,Ю 1м/с
8.0,740,Пасмурно,ЮЗ 3м/с,9.0,740.0,Переменная облачность,ЮЗ 3м/с
9.0,741,Переменная облачность,З 4м/с,8.0,744.0,Переменная облачность,З 4м/с
7.0,754,Пасмурно,З 2м/с,7.0,755.0,Переменная облачность,З 2м/с
13.0,752,Ясно,З 4м/с,10.0,751.0,Ясно,З 4м/с
9.0,754,Малооблачно,Ш,7.0,757.0,Малооблачно,Ш
1.0,766,Ясно,В 2м/с,-2.0,767.0,Ясно,В 2м/с
1.0,765,Ясно,В 2м/с,-2.0,763.0,Ясно,В 2м/с
1.0,755,Пасмурно,ЮЗ 2м/с,0.0,755.0,Пасмурно,ЮЗ 2м/с
-5.0,758,Ясно,В 3м/с,-7.0,757.0,Ясно,В 3м/с
-4.0,752,Пасмурно,Ю 2м/с,-2.0,750.0,Пасмурно,Ю 2м/с
0.0,749,Пасмурно,Ш,0.0,749.0,Переменная облачность,Ш
2.0,749,Пасмурно,Ю 2м/с,0.0,749.0,Пасмурно,Ю 2м/с
8.0,743,Пасмурно,ЮЗ 3м/с,7.0,744.0,Пасмурно,ЮЗ 3м/с
3.0,744,Ясно,З 3м/с,1.0,747.0,Переменная облачность,З 3м/с
-1.0,746,Малооблачно,В 3м/с,0.0,742.0,Пасмурно,В 3м/с
-1.0,740,Пасмурно,СЗ 4м/с,-1.0,743.0,Пасмурно,СЗ 4м/с
-2.0,752,Пасмурно,З 2м/с,-4.0,752.0,Пасмурно,З 2м/с
1.0,728,Ясно,В 4м/с,-2.0,726.0,Пасмурно,В 4м/с
-17.0,741,Малооблачно,СЗ 4м/с,-21.0,746.0,Малооблачно,СЗ 4м/с
-19.0,756,Малооблачно,СЗ 1м/с,-21.0,761.0,Малооблачно,СЗ 1м/с
-16.0,767,Ясно,ЮВ 1м/с,-16.0,767.0,Ясно,ЮВ 1м/с
-7.0,761,Пасмурно,ЮВ 4м/с,-4.0,758.0,Пасмурно,ЮВ 4м/с
-2.0,752,Пасмурно,Ю 1м/с,0.0,750.0,Переменная облачность,Ю 1м/с
0.0,745,Пасмурно,ЮВ 2м/с,1.0,745.0,Пасмурно,ЮВ 2м/с
-6.0,753,Пасмурно,Ш,-5.0,754.0,Пасмурно,Ш
-4.0,753,Переменная облачность,Ю 2м/с,-4.0,752.0,Пасмурно,Ю 2м/с
-1.0,750,Пасмурно,ЮВ 1м/с,-1.0,750.0,Ясно,ЮВ 1м/с
0.0,747,Переменная облачность,В 3м/с,0.0,746.0,Переменная облачность,В 3м/с
2.0,746,Малооблачно,В 4м/с,0.0,748.0,Ясно,В 4м/с
-3.0,749,Ясно,В 3м/с,-4.0,749.0,Ясно,В 3м/с
-3.0,746,Ясно,В 4м/с,-3.0,745.0,Переменная облачность,В 4м/с
-2.0,745,Пасмурно,ЮВ 2м/с,-2.0,746.0,Пасмурно,ЮВ 2м/с
-3.0,749,Пасмурно,ЮЗ 2м/с,-2.0,749.0,Пасмурно,ЮЗ 2м/с
-5.0,751,Пасмурно,ЮЗ 5м/с,-5.0,751.0,Пасмурно,ЮЗ 5м/с
-4.0,751,Малооблачно,Ш,-9.0,752.0,Ясно,Ш
-11.0,752,Ясно,СВ 1м/с,-12.0,752.0,Ясно,СВ 1м/с
-11.0,755,Малооблачно,В 2м/с,-13.0,755.0,Переменная облачность,В 2м/с
-12.0,754,Пасмурно,ЮВ 4м/с,-10.0,754.0,Пасмурно,ЮВ 4м/с
-5.0,756,Пасмурно,В 3м/с,-3.0,752.0,Пасмурно,В 3м/с
-2.0,753,Пасмурно,Ш,-4.0,753.0,Пасмурно,Ш
-5.0,751,Переменная облачность,Ш,-8.0,751.0,Малооблачно,Ш
-10.0,757,Переменная облачность,В 1м/с,-11.0,755.0,Пасмурно,В 1м/с
-2.0,750,Малооблачно,Ш,1.0,749.0,Ясно,Ш
2.0,749,Пасмурно,ЮВ 1м/с,0.0,751.0,Малооблачно,ЮВ 1м/с
3.0,749,Ясно,Ю 1м/с,3.0,749.0,Пасмурно,Ю 1м/с
1.0,752,Ясно,Ш,-4.0,755.0,Пасмурно,Ш
-5.0,760,Пасмурно,В 2м/с,-6.0,761.0,Переменная облачность,В 2м/с
1.0,761,Малооблачно,В 5м/с,-1.0,760.0,Переменная облачность,В 5м/с
-2.0,756,Пасмурно,ЮВ 3м/с,-3.0,756.0,Пасмурно,ЮВ 3м/с
-6.0,753,Пасмурно,ЮВ 3м/с,-6.0,753.0,Пасмурно,ЮВ 3м/с
-6.0,751,Переменная облачность,ЮВ 3м/с,-6.0,752.0,Пасмурно,ЮВ 3м/с
-8.0,755,Пасмурно,ЮВ 3м/с,-8.0,758.0,Пасмурно,ЮВ 3м/с
-11.0,760,Малооблачно,В 2м/с,-15.0,760.0,Ясно,В 2м/с
-6.0,756,Пасмурно,ЮВ 2м/с,-5.0,756.0,Пасмурно,ЮВ 2м/с
-8.0,764,Малооблачно,СВ 1м/с,-9.0,767.0,Переменная облачность,СВ 1м/с
-12.0,769,Ясно,В 1м/с,-13.0,769.0,Ясно,В 1м/с
-15.0,767,Ясно,В 2м/с,-16.0,766.0,Ясно,В 2м/с
-15.0,767,Ясно,ЮВ 1м/с,-18.0,766.0,Ясно,ЮВ 1м/с
-13.0,765,Ясно,З 2м/с,-15.0,765.0,Ясно,З 2м/с
-12.0,761,Ясно,ЮЗ 2м/с,-14.0,761.0,Ясно,ЮЗ 2м/с
-8.0,761,Переменная облачность,З 1м/с,-7.0,761.0,Пасмурно,З 1м/с
-11.0,759,Ясно,ЮВ 1м/с,-11.0,758.0,Ясно,ЮВ 1м/с
10.0,756,Ясно,В 3м/с,-10.0,755.0,Ясно,В 3м/с
-5.0,755,Ясно,В 3м/с,-7.0,755.0,Ясно,В 3м/с
-9.0,754,Пасмурно,В 4м/с,-9.0,754.0,Пасмурно,В 4м/с
-9.0,754,Пасмурно,В 5м/с,-11.0,755.0,Переменная облачность,В 5м/с
-14.0,756,Ясно,СВ 3м/с,-14.0,756.0,Ясно,СВ 3м/с
-13.0,756,Ясно,В 2м/с,-14.0,757.0,Малооблачно,В 2м/с
-14.0,758,Ясно,З 1м/с,-15.0,758.0,Ясно,З 1м/с
-17.0,759,Ясно,С 1м/с,-21.0,759.0,Ясно,С 1м/с
-16.0,761,Ясно,В 2м/с,-18.0,761.0,Ясно,В 2м/с
-14.0,759,Переменная облачность,ЮВ 3м/с,-14.0,758.0,Пасмурно,ЮВ 3м/с
-10.0,749,Пасмурно,ЮВ 4м/с,-8.0,747.0,Пасмурно,ЮВ 4м/с
-5.0,749,Пасмурно,Ш,-11.0,752.0,Пасмурно,Ш
-6.0,749,Пасмурно,В 3м/с,-7.0,746.0,Переменная облачность,В 3м/с
-5.0,749,Малооблачно,СЗ 1м/с,-11.0,750.0,Ясно,СЗ 1м/с
-11.0,750,Переменная облачность,З 2м/с,-11.0,749.0,Пасмурно,З 2м/с
-10.0,743,Малооблачно,З 3м/с,-8.0,743.0,Переменная облачность,З 3м/с
-7.0,737,Переменная облачность,ЮЗ 4м/с,-8.0,738.0,Малооблачно,ЮЗ 4м/с
-7.0,745,Пасмурно,З 3м/с,-8.0,747.0,Пасмурно,З 3м/с
-10.0,749,Переменная облачность,З 1м/с,-12.0,748.0,Ясно,З 1м/с
-11.0,747,Ясно,СЗ 1м/с,-19.0,749.0,Ясно,СЗ 1м/с
-14.0,750,Ясно,ЮЗ 2м/с,-14.0,750.0,Малооблачно,ЮЗ 2м/с
-7.0,748,Пасмурно,З 2м/с,-6.0,747.0,Пасмурно,З 2м/с
-5.0,740,Пасмурно,Ю 3м/с,-5.0,737.0,Пасмурно,Ю 3м/с
-5.0,728,Пасмурно,СВ 2м/с,-6.0,727.0,Пасмурно,СВ 2м/с
-5.0,733,Переменная облачность,С 4м/с,-8.0,735.0,Малооблачно,С 4м/с
-7.0,741,Пасмурно,С 3м/с,-11.0,741.0,Переменная облачность,С 3м/с
-7.0,730,Пасмурно,В 3м/с,-5.0,728.0,Пасмурно,В 3м/с
-7.0,731,Пасмурно,С 1м/с,-12.0,734.0,Пасмурно,С 1м/с
-15.0,740,Ясно,СЗ 2м/с,-18.0,743.0,Ясно,СЗ 2м/с
-15.0,746,Ясно,В 1м/с,-18.0,746.0,Ясно,В 1м/с
-11.0,740,Пасмурно,В 5м/с,-10.0,740.0,Пасмурно,В 5м/с
-12.0,737,Переменная облачность,ЮВ 2м/с,-16.0,738.0,Пасмурно,ЮВ 2м/с
-15.0,738,Малооблачно,В 1м/с,-18.0,740.0,Малооблачно,В 1м/с
-17.0,744,Ясно,СЗ 1м/с,-21.0,746.0,Малооблачно,СЗ 1м/с
-19.0,746,Ясно,ЮЗ 1м/с,-23.0,747.0,Ясно,ЮЗ 1м/с
-18.0,751,Ясно,СВ 2м/с,-22.0,752.0,Ясно,СВ 2м/с
-18.0,752,Ясно,З 2м/с,-20.0,752.0,Ясно,З 2м/с
-17.0,756,Ясно,ЮВ 1м/с,-25.0,751.0,Ясно,ЮВ 1м/с
-19.0,764,Ясно,СЗ 1м/с,-23.0,766.0,Ясно,СЗ 1м/с
-16.0,768,Ясно,СЗ 3м/с,-20.0,770.0,Ясно,СЗ 3м/с
-14.0,773,Ясно,С 2м/с,-19.0,773.0,Ясно,С 2м/с
-13.0,776,Ясно,ЮВ 1м/с,-18.0,776.0,Ясно,ЮВ 1м/с
-14.0,777,Ясно,ЮВ 1м/с,-19.0,776.0,Ясно,ЮВ 1м/с
-13.0,774,Ясно,В 1м/с,-17.0,773.0,Ясно,В 1м/с
-13.0,774,Ясно,В 1м/с,-17.0,773.0,Ясно,В 1м/с
-10.0,774,Ясно,ЮВ 1м/с,-13.0,773.0,Ясно,ЮВ 1м/с
-8.0,747,Ясно,Ш,-16.0,765.0,Ясно,Ш
-10.0,761,Переменная облачность,З 1м/с,-13.0,760.0,Переменная облачность,З 1м/с
-10.0,758,Ясно,ЮВ 2м/с,-15.0,758.0,Малооблачно,ЮВ 2м/с
-12.0,749,Ясно,Ю 2м/с,-15.0,746.0,Малооблачно,Ю 2м/с
-7.0,737,Пасмурно,ЮЗ 3м/с,-5.0,731.0,Пасмурно,ЮЗ 3м/с
0.0,732,Переменная облачность,З 7м/с,-4.0,737.0,Ясно,З 7м/с
-1.0,749,Малооблачно,Ю 1м/с,-4.0,752.0,Ясно,Ю 1м/с
-2.0,756,Переменная облачность,С 2м/с,-5.0,758.0,Переменная облачность,С 2м/с
-3.0,761,Ясно,З 2м/с,-7.0,761.0,Ясно,З 2м/с
-1.0,763,Ясно,СЗ 2м/с,-9.0,762.0,Ясно,СЗ 2м/с
-3.0,761,Ясно,В 2м/с,-5.0,758.0,Ясно,В 2м/с
-3.0,750,Пасмурно,ЮВ 1м/с,-5.0,750.0,Переменная облачность,ЮВ 1м/с
-5.0,755,Малооблачно,Ю 1м/с,-8.0,755.0,Малооблачно,Ю 1м/с
0.0,759,Ясно,С 1м/с,-5.0,760.0,Ясно,С 1м/с
1.0,751,Пасмурно,ЮЗ 4м/с,2.0,749.0,Переменная облачность,ЮЗ 4м/с
1.0,749,Пасмурно,С 1м/с,-1.0,749.0,Переменная облачность,С 1м/с
1.0,753,Переменная облачность,СЗ 1м/с,0.0,755.0,Переменная облачность,СЗ 1м/с
-1.0,756,Малооблачно,В 4м/с,-1.0,755.0,Пасмурно,В 4м/с
-1.0,758,Ясно,Ю 2м/с,-4.0,758.0,Ясно,Ю 2м/с
-3.0,760,Пасмурно,ЮВ 2м/с,-4.0,760.0,Пасмурно,ЮВ 2м/с
-1.0,759,Переменная облачность,ЮВ 2м/с,-2.0,758.0,Переменная облачность,ЮВ 2м/с
-2.0,754,Пасмурно,ЮВ 1м/с,-2.0,752.0,Пасмурно,ЮВ 1м/с
1.0,743,Ясно,ЮЗ 3м/с,-1.0,740.0,Пасмурно,ЮЗ 3м/с
1.0,730,Переменная облачность,ЮЗ 5м/с,-1.0,728.0,Пасмурно,ЮЗ 5м/с
-3.0,727,Переменная облачность,З 5м/с,-5.0,731.0,Переменная облачность,З 5м/с
-2.0,741,Малооблачно,З 5м/с,-6.0,741.0,Ясно,З 5м/с
-3.0,748,Малооблачно,ЮЗ 5м/с,-7.0,752.0,Ясно,ЮЗ 5м/с
-2.0,758,Ясно,З 2м/с,-7.0,758.0,Ясно,З 2м/с
-3.0,755,Малооблачно,Ю 3м/с,-5.0,752.0,Малооблачно,Ю 3м/с
2.0,750,Пасмурно,ЮВ 1м/с,-1.0,751.0,Малооблачно,ЮВ 1м/с
5.0,749,Переменная облачность,З 4м/с,-1.0,752.0,Малооблачно,З 4м/с
1.0,758,Переменная облачность,СЗ 2м/с,-2.0,761.0,Ясно,СЗ 2м/с
2.0,764,Ясно,З 4м/с,-3.0,763.0,Ясно,З 4м/с
3.0,763,Ясно,З 3м/с,2.0,764.0,Ясно,З 3м/с
7.0,764,Ясно,З 4м/с,3.0,764.0,Ясно,З 4м/с
8.0,761,Ясно,ЮВ 2м/с,4.0,760.0,Ясно,ЮВ 2м/с
8.0,752,Ясно,ЮВ 3м/с,4.0,750.0,Пасмурно,ЮВ 3м/с
8.0,741,Переменная облачность,ЮВ 3м/с,5.0,737.0,Пасмурно,ЮВ 3м/с
4.0,735,Пасмурно,ЮВ 1м/с,3.0,734.0,Ясно,ЮВ 1м/с
4.0,734,Пасмурно,Ю 2м/с,2.0,732.0,Переменная облачность,Ю 2м/с
5.0,731,Малооблачно,ЮЗ 4м/с,3.0,732.0,Переменная облачность,ЮЗ 4м/с
7.0,741,Малооблачно,ЮЗ 2м/с,5.0,742.0,Малооблачно,ЮЗ 2м/с
8.0,746,Переменная облачность,Ю 2м/с,5.0,746.0,Переменная облачность,Ю 2м/с
7.0,746,Пасмурно,С 2м/с,4.0,743.0,Пасмурно,С 2м/с
7.0,738,Пасмурно,СЗ 3м/с,4.0,739.0,Ясно,СЗ 3м/с
5.0,743,Переменная облачность,З 2м/с,5.0,747.0,Ясно,З 2м/с
7.0,747,Пасмурно,В 4м/с,8.0,744.0,Переменная облачность,В 4м/с
8.0,746,Переменная облачность,З 3м/с,4.0,746.0,Ясно,З 3м/с
11.0,740,Малооблачно,ЮЗ 4м/с,8.0,737.0,Пасмурно,ЮЗ 4м/с
5.0,737,Переменная облачность,З 2м/с,3.0,738.0,Ясно,З 2м/с
5.0,744,Пасмурно,З 3м/с,4.0,746.0,Переменная облачность,З 3м/с
4.0,749,Пасмурно,С 1м/с,2.0,751.0,Пасмурно,С 1м/с
9.0,752,Пасмурно,З 4м/с,10.0,754.0,Малооблачно,З 4м/с
15.0,753,Малооблачно,ЮЗ 3м/с,10.0,754.0,Пасмурно,ЮЗ 3м/с
13.0,750,Переменная облачность,СЗ 3м/с,8.0,749.0,Ясно,СЗ 3м/с
15.0,748,Переменная облачность,СЗ 3м/с,10.0,749.0,Ясно,СЗ 3м/с
11.0,756,Ясно,З 2м/с,8.0,758.0,Ясно,З 2м/с
15.0,760,Ясно,ЮЗ 1м/с,9.0,758.0,Ясно,ЮЗ 1м/с
17.0,752,Ясно,З 2м/с,12.0,751.0,Ясно,З 2м/с
21.0,748,Малооблачно,З 3м/с,17.0,749.0,Переменная облачность,З 3м/с
21.0,749,Переменная облачность,З 2м/с,19.0,749.0,Ясно,З 2м/с
14.0,748,Пасмурно,ЮВ 2м/с,12.0,747.0,Пасмурно,ЮВ 2м/с
19.0,744,Переменная облачность,В 2м/с,13.0,745.0,Пасмурно,В 2м/с
17.0,739,Переменная облачность,С 2м/с,14.0,739.0,Пасмурно,С 2м/с
14.0,742,Пасмурно,Ю 1м/с,14.0,742.0,Пасмурно,Ю 1м/с
17.0,746,Переменная облачность,ЮВ 2м/с,14.0,747.0,Пасмурно,ЮВ 2м/с
16.0,753,Переменная облачность,В 6м/с,12.0,755.0,Малооблачно,В 6м/с
18.0,760,Ясно,ЮВ 3м/с,15.0,760.0,Ясно,ЮВ 3м/с
23.0,758,Ясно,В 3м/с,18.0,758.0,Ясно,В 3м/с
24.0,755,Переменная облачность,ЮВ 2м/с,19.0,754.0,Малооблачно,ЮВ 2м/с
23.0,751,Переменная облачность,З 3м/с,19.0,750.0,Малооблачно,З 3м/с
21.0,746,Переменная облачность,СВ 2м/с,16.0,746.0,Малооблачно,СВ 2м/с
12.0,749,Ясно,С 3м/с,9.0,750.0,Ясно,С 3м/с
12.0,748,Переменная облачность,С 2м/с,9.0,748.0,Малооблачно,С 2м/с
14.0,748,Ясно,З 2м/с,12.0,749.0,Ясно,З 2м/с
15.0,752,Переменная облачность,СВ 2м/с,13.0,753.0,Ясно,СВ 2м/с
20.0,753,Ясно,В 3м/с,20.0,752.0,Ясно,В 3м/с
22.0,753,Переменная облачность,ЮЗ 1м/с,18.0,754.0,Малооблачно,ЮЗ 1м/с
21.0,752,Переменная облачность,З 2м/с,19.0,752.0,Переменная облачность,З 2м/с
21.0,749,Переменная облачность,З 3м/с,16.0,750.0,Ясно,З 3м/с
21.0,752,Ясно,З 2м/с,15.0,752.0,Ясно,З 2м/с
26.0,750,Ясно,З 3м/с,19.0,749.0,Ясно,З 3м/с
26.0,749,Ясно,С 2м/с,21.0,749.0,Ясно,С 2м/с
25.0,749,Ясно,С 2м/с,18.0,750.0,Ясно,С 2м/с
22.0,751,Ясно,С 3м/с,18.0,751.0,Ясно,С 3м/с
21.0,749,Переменная облачность,Ю 2м/с,17.0,747.0,Малооблачно,Ю 2м/с
22.0,744,Малооблачно,ЮЗ 2м/с,20.0,743.0,Переменная облачность,ЮЗ 2м/с
15.0,744,Малооблачно,В 2м/с,13.0,741.0,Малооблачно,В 2м/с
15.0,744,Малооблачно,ЮВ 1м/с,13.0,747.0,Малооблачно,ЮВ 1м/с
21.0,750,Малооблачно,СЗ 3м/с,17.0,751.0,Ясно,СЗ 3м/с
26.0,752,Малооблачно,ЮЗ 4м/с,24.0,752.0,Ясно,ЮЗ 4м/с
25.0,751,Ясно,С 4м/с,19.0,752.0,Ясно,С 4м/с
22.0,750,Переменная облачность,С 4м/с,19.0,750.0,Ясно,С 4м/с
25.0,747,Переменная облачность,С 4м/с,22.0,746.0,Малооблачно,С 4м/с
27.0,743,Малооблачно,С 3м/с,21.0,742.0,Ясно,С 3м/с
17.0,737,Переменная облачность,ЮЗ 2м/с,14.0,736.0,Переменная облачность,ЮЗ 2м/с
15.0,734,Пасмурно,З 4м/с,14.0,737.0,Малооблачно,З 4м/с
18.0,740,Переменная облачность,СЗ 3м/с,15.0,742.0,Переменная облачность,СЗ 3м/с
14.0,746,Пасмурно,С 3м/с,11.0,746.0,Ясно,С 3м/с
17.0,743,Переменная облачность,Ю 2м/с,12.0,743.0,Пасмурно,Ю 2м/с
17.0,741,Малооблачно,ЮВ 2м/с,15.0,740.0,Переменная облачность,ЮВ 2м/с
17.0,738,Переменная облачность,СЗ 2м/с,16.0,737.0,Переменная облачность,СЗ 2м/с
17.0,735,Пасмурно,СЗ 1м/с,16.0,735.0,Переменная облачность,СЗ 1м/с
16.0,740,Переменная облачность,З 2м/с,12.0,742.0,Малооблачно,З 2м/с
20.0,744,Переменная облачность,З 2м/с,16.0,745.0,Малооблачно,З 2м/с
19.0,747,Переменная облачность,В 2м/с,17.0,747.0,Ясно,В 2м/с
21.0,745,Малооблачно,ЮВ 1м/с,19.0,744.0,Переменная облачность,ЮВ 1м/с
21.0,746,Переменная облачность,С 1м/с,16.0,747.0,Ясно,С 1м/с
19.0,745,Пасмурно,З 4м/с,17.0,743.0,Переменная облачность,З 4м/с
19.0,745,Малооблачно,СЗ 4м/с,20.0,745.0,Переменная облачность,СЗ 4м/с
25.0,745,Малооблачно,Ш,22.0,744.0,Переменная облачность,Ш
20.0,743,Переменная облачность,ЮВ 3м/с,19.0,742.0,Переменная облачность,ЮВ 3м/с
20.0,738,Переменная облачность,В 1м/с,18.0,739.0,Пасмурно,В 1м/с
17.0,738,Переменная облачность,Ю 1м/с,17.0,740.0,Малооблачно,Ю 1м/с
19.0,740,Переменная облачность,З 2м/с,17.0,741.0,Переменная облачность,З 2м/с
23.0,742,Переменная облачность,С 3м/с,18.0,741.0,Переменная облачность,С 3м/с
20.0,741,Пасмурно,СВ 2м/с,19.0,741.0,Переменная облачность,СВ 2м/с
23.0,744,Переменная облачность,В 2м/с,20.0,746.0,Малооблачно,В 2м/с
27.0,749,Переменная облачность,В 2м/с,23.0,749.0,Ясно,В 2м/с
29.0,750,Малооблачно,В 1м/с,24.0,749.0,Малооблачно,В 1м/с
28.0,749,Переменная облачность,СВ 2м/с,22.0,749.0,Ясно,СВ 2м/с
26.0,750,Ясно,В 2м/с,23.0,749.0,Ясно,В 2м/с
29.0,749,Ясно,ЮВ 2м/с,25.0,748.0,Ясно,ЮВ 2м/с
31.0,747,Ясно,ЮВ 2м/с,26.0,746.0,Малооблачно,ЮВ 2м/с
33.0,746,Малооблачно,С 1м/с,25.0,746.0,Ясно,С 1м/с
33.0,746,Ясно,ЮВ 3м/с,28.0,746.0,Переменная облачность,ЮВ 3м/с
29.0,748,Малооблачно,С 1м/с,27.0,747.0,Переменная облачность,С 1м/с
32.0,749,Малооблачно,ЮВ 2м/с,29.0,747.0,Малооблачно,ЮВ 2м/с
35.0,745,Малооблачно,З 1м/с,25.0,747.0,Малооблачно,З 1м/с
30.0,743,Малооблачно,З 3м/с,23.0,743.0,Малооблачно,З 3м/с
21.0,740,Переменная облачность,С 1м/с,20.0,740.0,Переменная облачность,С 1м/с
22.0,746,Малооблачно,СВ 3м/с,17.0,748.0,Ясно,СВ 3м/с
24.0,749,Малооблачно,СЗ 3м/с,20.0,749.0,Ясно,СЗ 3м/с
27.0,749,Переменная облачность,СВ 2м/с,20.0,749.0,Ясно,СВ 2м/с
26.0,749,Переменная облачность,З 3м/с,,,Неизвестно,
27.0,750,Малооблачно,СЗ 4м/с,22.0,749.0,Ясно,СЗ 4м/с
